DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,SocialMedia,tm_url,Nameinhomecountry,Outfitter,Contractoption,Lastcontractextension,Fullname,Onloanfrom,Contractthereexpires,2ndclub,3ndclub,Dateofdeath
04.03.2003 (22),Västerås,"1,74 m",Sweden,Defender - Left-Back,left,Wesport Football,SL Benfica,01.07.2025,30.06.2029,NA,https://www.transfermarkt.com/samuel-dahl/profil/spieler/605396,Samuel Elias Dahl,adidas,NA,NA,NA,NA,NA,NA,NA,NA
18.01.2003 (22),Lelystad,"1,81 m",Netherlands Suriname,Defender - Right-Back,right,AYMO Football ...,AS Roma,23.01.2025,30.06.2029,,https://www.transfermarkt.com/devyne-rensch/profil/spieler/557407,Devyne Fabian Jairo Rensch,adidas,NA,NA,NA,NA,NA,NA,NA,NA
05.08.2003 (22),Villeneuve-Saint-Georges,"1,85 m",France Central African Republic,Midfield - Defensive Midfield,right,Sport Cover,Red Bull Salzburg,13.07.2022,30.06.2027,,https://www.transfermarkt.com/lucas-gourna-douath/profil/spieler/620313,NA,Nike,NA,NA,NA,NA,NA,NA,NA,NA
15.04.2003 (22),Mar del Plata,"1,82 m",Argentina Italy,Attack - Right Winger,left,Guastadisegno,AS Roma,30.07.2024,30.06.2029,,https://www.transfermarkt.com/matias-soule/profil/spieler/668951,Matías Soulé Malvano,adidas,NA,NA,NA,NA,NA,NA,NA,NA
21.06.1997 (28),Cherkasy,"1,89 m",Ukraine,Attack - Centre-Forward,left,ALIK FOOTBALL ...,AS Roma,02.08.2024,30.06.2029,,https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537,Довбик Артем Олександрович,Nike,NA,02.08.2024,NA,NA,NA,NA,NA,NA
06.01.2006 (19),Bagno a Ripoli,"1,94 m",Italy,Goalkeeper,right,CAA Base Ltd,ACF Fiorentina,01.07.2023,30.06.2029,NA,https://www.transfermarkt.com/tommaso-martinelli/profil/spieler/934159,NA,NA,NA,21.11.2024,NA,NA,NA,NA,NA,NA
31.08.1993 (31),Almussafes,"1,93 m",Spain,Defender - Centre-Back,left,AC Talent,ACF Fiorentina,28.01.2025,30.06.2027,,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,Pablo Marí Villar,adidas,Option for a further year,NA,NA,NA,NA,NA,NA,NA
24.09.2003 (21),Córdoba,"1,93 m",Argentina,Defender - Centre-Back,right,ADA SPORTS,Levante UD,11.07.2025,30.06.2026,NA,https://www.transfermarkt.com/matias-moreno/profil/spieler/1144700,Matías Agustín Moreno,NA,Buy-option with buy-back option,NA,NA,ACF Fiorentina,30.06.2029,NA,NA,NA
11.05.1999 (26),Brescia,"1,84 m",Italy,Midfield - Attacking Midfield,left,TMP SOCCER srl,AC Monza,01.07.2022,30.06.2028,,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,NA,NA,NA,10.08.2023,NA,NA,NA,NA,NA,NA
10.11.2006 (18),Firenze,"1,79 m",Italy,Midfield - Attacking Midfield,right,NA,Carrarese Calcio 1908,15.07.2025,30.06.2026,NA,https://www.transfermarkt.com/tommaso-rubino/profil/spieler/866247,NA,NA,NA,NA,NA,Fiorentina Primavera,-,NA,NA,NA
28.02.2000 (25),Vercelli,"1,83 m",Italy Cote d'Ivoire,Attack - Centre-Forward,right,World Soccer Agency,ACF Fiorentina,09.07.2024,30.06.2029,,https://www.transfermarkt.com/moise-kean/profil/spieler/364135,Moise Bioty Kean,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.05.1988 (37),Roma,"1,87 m",Italy,Defender - Right-Back,right,Sergio Berti,Bologna FC 1909,17.09.2020,30.06.2026,,https://www.transfermarkt.com/lorenzo-de-silvestri/profil/spieler/33571,NA,NA,NA,11.06.2025,NA,NA,NA,NA,NA,NA
15.07.1999 (26),Trieste,"1,88 m",Italy,Midfield - Central Midfield,left,Patrick Bastianelli,Bologna FC 1909,22.07.2025,30.06.2026,,https://www.transfermarkt.com/tommaso-pobega/profil/spieler/392538,NA,NA,Obligation to buy with conditions,NA,NA,AC Milan,30.06.2027,NA,NA,NA
25.10.2000 (24),Nyon,"1,84 m",Switzerland Senegal,Attack - Right Winger,right,Binary Sports Group,Nottingham Forest,31.07.2025,30.06.2030,,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Dan Assane Ndoye,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.08.2000 (25),Groningen,"1,90 m",Netherlands,Attack - Centre-Forward,right,V4S,Bologna FC 1909,23.07.2024,30.06.2028,,https://www.transfermarkt.com/thijs-dallinga/profil/spieler/538964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.06.2005 (20),Ribeirão Preto,"1,93 m",Brazil Italy,Defender - Centre-Back,right,NA,FC Südtirol,10.07.2025,30.06.2026,,https://www.transfermarkt.com/filipe-bordon/profil/spieler/1110645,NA,NA,Buy-option with buy-back option,NA,NA,SS Lazio,30.06.2028,NA,NA,NA
26.01.2000 (25),Lisboa,"1,83 m",Portugal Cape Verde,Defender - Left-Back,left,Prodigy Players,SS Lazio,01.07.2025,30.06.2029,,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,Nuno Albertino Varela Tavares,Nike,NA,NA,NA,NA,NA,NA,NA,NA
24.08.1991 (34),San Jacinto,"1,87 m",Uruguay Italy,Midfield - Central Midfield,right,World Soccer Agency,SS Lazio,01.08.2022,30.06.2026,,https://www.transfermarkt.com/matias-vecino/profil/spieler/143812,Matías Vecino Falero,Nike,Option for a further year,19.06.2025,NA,NA,NA,NA,NA,NA
25.11.1996 (28),Zagreb,"1,90 m",Croatia,Midfield - Central Midfield,left,Soccer11,SS Lazio,25.08.2021,30.06.2026,NA,https://www.transfermarkt.com/toma-basic/profil/spieler/334835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.02.2001 (24),Lagos,"1,86 m",Nigeria England,Midfield - Attacking Midfield,right,WNRS,SS Lazio,01.07.2025,30.06.2028,,https://www.transfermarkt.com/fisayo-dele-bashiru/profil/spieler/530742,Oluwafisayo Faruq Dele-Bashiru,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.09.1999 (25),Maracai,"1,80 m",Italy Brazil,Midfield - Attacking Midfield,right,NA,Without Club,01.07.2025,-,,https://www.transfermarkt.com/andre-anderson/profil/spieler/601577,André Anderson Pomilio Lima da Silva Costa,adidas,NA,NA,NA,NA,NA,NA,NA,NA
05.04.2000 (25),Gorzów Wielkopolski,"1,88 m",Poland,Defender - Centre-Back,right,Branchini Associati ...,US Sassuolo,25.07.2025,30.06.2026,,https://www.transfermarkt.com/sebastian-walukiewicz/profil/spieler/345458,Sebastian Wiktor Walukiewicz,NA,Option to buy,NA,NA,Torino FC,30.06.2027,NA,NA,NA
28.02.2005 (20),"Cootehill, Co. Cavan","1,91 m",Ireland,Defender - Centre-Back,left,NA,Mantova 1911,14.08.2025,30.06.2026,NA,https://www.transfermarkt.com/senan-mullen/profil/spieler/983810,Senan Michael Mullen,NA,Buy-option with buy-back option,NA,NA,Torino Primavera,-,NA,NA,NA
21.01.1998 (27),Zagreb,"1,87 m",Croatia Germany,Defender - Left-Back,left,SEG,Crystal Palace,11.07.2025,30.06.2028,,https://www.transfermarkt.com/borna-sosa/profil/spieler/293194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.02.1995 (30),Żnin,"1,75 m",Poland,Midfield - Central Midfield,right,Fabryka Futbolu,Kocaelispor,14.08.2025,30.06.2026,,https://www.transfermarkt.com/karol-linetty/profil/spieler/225873,NA,NA,Option for a further year,NA,NA,NA,NA,NA,NA,NA
26.01.2005 (20),Torino,"1,80 m",Italy Ethiopia,Midfield - Central Midfield,right,Vigo Global Sport ...,Torino FC,01.07.2024,30.06.2026,NA,https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,NA,adidas,NA,NA,NA,NA,NA,NA,NA,NA
16.07.2000 (25),Hammerfest,"1,84 m",Norway,Midfield - Right Midfield,right,Players First,Torino FC,01.07.2025,30.06.2027,,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Marcus Holmgren Pedersen,Puma,Option for a further year,NA,NA,NA,NA,NA,NA,NA
21.10.2006 (18),Pesaro,"1,89 m",Italy,Attack - Centre-Forward,left,Mauro Cesarini,Torino Primavera,01.07.2023,30.06.2028,,https://www.transfermarkt.com/tommaso-gabellini/profil/spieler/1040080,NA,NA,NA,28.10.2024,NA,NA,NA,NA,NA,NA
28.01.1995 (30),Lich,"1,86 m",Germany,Defender - Centre-Back,left,Dirk Hebel,Como 1907,28.08.2024,30.06.2027,,https://www.transfermarkt.com/marc-oliver-kempf/profil/spieler/160938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.11.1993 (31),Milano,"1,93 m",Italy,Defender - Centre-Back,right,GR Sports,Como 1907,28.01.2024,30.06.2028,,https://www.transfermarkt.com/edoardo-goldaniga/profil/spieler/242940,NA,NA,NA,28.07.2025,NA,NA,NA,NA,NA,NA
18.06.2006 (19),NA,NA,Italy,Defender - Centre-Back,NA,FUTURA 2,Varesina Calcio,21.07.2025,30.06.2026,NA,https://www.transfermarkt.com/alessio-chiesa/profil/spieler/997906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.03.2002 (23),Eisenstadt,"1,74 m",Austria,Midfield - Central Midfield,right,CN Sports,SSC Bari,05.08.2025,30.06.2026,,https://www.transfermarkt.com/matthias-braunoder/profil/spieler/488052,NA,NA,NA,NA,NA,Como 1907,30.06.2027,NA,NA,NA
07.09.2005 (19),Ndongane,"1,85 m",Senegal Spain,Attack - Left Winger,right,Relatives,Como 1907,07.01.2025,30.06.2029,,https://www.transfermarkt.com/assane-diao/profil/spieler/1061282,Assane Diao Diaoune,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.07.2000 (25),"Kansas City, Missouri","1,83 m",United States Italy,Attack - Centre-Forward,right,CAA Base Ltd,Asteras Aktor,26.01.2025,30.06.2027,,https://www.transfermarkt.com/nicholas-gioacchini/profil/spieler/704156,Nicholas Selson Gioacchini,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.07.1994 (31),Jesi,"1,78 m",Italy,Attack - Centre-Forward,right,NA,Como 1907,31.01.2018,30.06.2027,NA,https://www.transfermarkt.com/alessandro-gabrielloni/profil/spieler/311333,NA,NA,NA,17.05.2023,NA,NA,NA,NA,NA,NA
30.07.1997 (28),Sandnes,"1,93 m",Norway,Goalkeeper,left,Golden Sports Mgmt,Watford FC,31.01.2025,30.06.2028,NA,https://www.transfermarkt.com/egil-selvik/profil/spieler/380744,NA,Mizuno,NA,NA,NA,NA,NA,NA,NA,NA
11.03.1999 (26),Amiens,"1,85 m",Cameroon France,Defender - Centre-Back,left,KTM CONSULTING,Hellas Verona,15.07.2025,30.06.2026,,https://www.transfermarkt.com/enzo-ebosse/profil/spieler/342877,Enzo Jacques Rodolphe Ebosse,adidas,Obligation to buy with conditions,NA,NA,Udinese Calcio,30.06.2027,NA,NA,NA
02.08.2002 (23),"Enniscorthy, Wexford","1,80 m",Ireland Nigeria,Defender - Right-Back,right,The Kulture Group,Basaksehir FK,31.01.2025,30.06.2028,,https://www.transfermarkt.com/festy-ebosele/profil/spieler/586756,Festy Oseiwe Ebosele,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.01.2003 (22),Rennes,"1,89 m",France Benin,Midfield - Central Midfield,right,Carmenta,Udinese Calcio,01.07.2025,30.06.2029,NA,https://www.transfermarkt.com/arthur-atta/profil/spieler/855308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.01.1999 (26),Getxo,"1,75 m",Spain,Midfield - Central Midfield,right,NA,Udinese Calcio,01.07.2023,30.06.2027,,https://www.transfermarkt.com/oier-zarraga/profil/spieler/524010,Oier Zarraga Egaña,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.02.2001 (24),Bruck an der Mur,"1,93 m",Austria,Goalkeeper,right,NGA Sport,FC Rapid 1923,29.01.2025,30.06.2026,NA,https://www.transfermarkt.com/franz-stolz/profil/spieler/462699,Franz Valentin Stolz,NA,NA,17.06.2025,NA,Genoa CFC,30.06.2027,NA,NA,NA
11.12.2006 (18),NA,"1,98 m",Italy,Defender - Centre-Back,right,GR Sports,Dolomiti Bellunesi,11.07.2025,30.06.2026,NA,https://www.transfermarkt.com/matteo-barbini/profil/spieler/1066196,NA,NA,NA,NA,NA,Genoa U20,-,NA,NA,NA
23.02.2008 (17),Aversa,"1,84 m",Italy Nigeria,Defender - Left-Back,left,Agent is known - Player under 18,Atalanta BC,04.07.2025,30.06.2028,NA,https://www.transfermarkt.com/honest-ahanor/profil/spieler/1077175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.11.2004 (20),Larisa,"1,88 m",Greece,Midfield - Attacking Midfield,left,Elevenelite,Genoa CFC,01.07.2024,30.06.2026,NA,https://www.transfermarkt.com/christos-papadopoulos/profil/spieler/940135,Χρήστος Παπαδόπουλος,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.05.1991 (34),Belo Horizonte,"1,74 m",Brazil Italy,Attack - Right Winger,left,GG11,Genoa CFC,13.01.2024,30.06.2026,,https://www.transfermarkt.com/junior-messias/profil/spieler/449151,Junior Walter Messias,NA,NA,12.07.2025,NA,NA,NA,NA,NA,NA
15.03.2000 (25),Cabeceiras de Basto,"1,78 m",Portugal,Attack - Centre-Forward,right,FIA Football,Genoa CFC,01.07.2024,30.06.2028,,https://www.transfermarkt.com/vitinha/profil/spieler/586853,NA,NA,NA,NA,Vítor Manuel Carvalho Oliveira,NA,NA,NA,NA,NA
22.05.2002 (23),Abuja,"1,91 m",Nigeria,Attack - Centre-Forward,right,R.G Top Sport ...,Genoa CFC,31.01.2024,30.06.2027,NA,https://www.transfermarkt.com/david-ankeye/profil/spieler/881610,David Akpan Ankeye,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.08.1990 (35),Palermo,"1,89 m",Italy Ghana,Attack - Centre-Forward,right,Team Raiola,Without Club,01.07.2025,-,,https://www.transfermarkt.com/mario-balotelli/profil/spieler/45146,Mario Barwuah Balotelli,Puma,NA,NA,NA,NA,NA,NA,NA,NA
21.12.2006 (18),Roma,"1,96 m",Italy,Defender - Centre-Back,right,Excellence Sport,Liverpool FC,15.08.2025,30.06.2031,NA,https://www.transfermarkt.com/giovanni-leoni/profil/spieler/1086619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.08.2007 (18),Parma,"1,85 m",Italy,Defender - Centre-Back,right,BC Group,Parma Calcio 1913,04.07.2025,30.06.2028,NA,https://www.transfermarkt.com/nicolas-trabucchi/profil/spieler/1119655,NA,NA,NA,04.07.2025,NA,NA,NA,Parma Primavera (#44),NA,NA
26.05.1999 (26),Gonesse,"1,82 m",Mali France,Defender - Right-Back,both,NA,Leicester City,15.01.2025,30.06.2029,NA,https://www.transfermarkt.com/woyo-coulibaly/profil/spieler/592975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.05.2002 (23),Leuven,"1,80 m",Belgium Guinea,Midfield - Defensive Midfield,right,World in Motion,Parma Calcio 1913,30.08.2024,30.06.2029,,https://www.transfermarkt.com/mandela-keita/profil/spieler/707844,Lamine Mandela Keita,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.02.2007 (18),Fidenza,"1,68 m",Italy,Midfield - Attacking Midfield,right,MM-Management,Parma Calcio 1913,04.07.2025,30.06.2028,NA,https://www.transfermarkt.com/elia-plicco/profil/spieler/1085031,NA,NA,NA,04.07.2025,NA,NA,NA,Parma Primavera (#14),NA,NA
02.02.2000 (25),Finta,"1,80 m",Romania,Attack - Left Winger,right,Becali Sport,Caykur Rizespor,18.07.2025,30.06.2029,,https://www.transfermarkt.com/valentin-mihaila/profil/spieler/535469,Mihai Valentin Mihăilă,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.06.1995 (30),Beauvais,"1,86 m",France,Defender - Centre-Back,left,Wasserman,Atlético de Madrid,09.06.2025,30.06.2028,,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,Clément Nicolas Laurent Lenglet,Nike,NA,NA,NA,NA,NA,NA,NA,NA
09.02.2005 (20),La Plata,"1,87 m",Argentina Italy,Defender - Centre-Back,right,Primotempo,Atlético Madrileño,01.07.2024,30.06.2027,NA,https://www.transfermarkt.com/geronimo-spina/profil/spieler/1158985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.02.2003 (22),Sedaví,"1,80 m",Spain,Defender - Right-Back,right,YOU FIRST,Atlético Madrileño,01.07.2024,30.06.2027,NA,https://www.transfermarkt.com/carlos-gimenez/profil/spieler/856136,Carlos Giménez Bachiller,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.02.2004 (21),Getafe,"1,82 m",Spain,Midfield - Central Midfield,right,Footfeel ISM,Atlético Madrileño,01.07.2022,30.06.2026,NA,https://www.transfermarkt.com/aitor-gismera/profil/spieler/646735,Aitor Gismera Monge,NA,NA,20.05.2022,NA,NA,NA,NA,NA,NA
16.03.2002 (23),Murcia,"1,70 m",Spain Lithuania,Attack - Right Winger,left,NA,Elche CF,03.07.2025,30.06.2027,,https://www.transfermarkt.com/german-valera/profil/spieler/548188,Germán Valera Karabinaite,NA,NA,NA,NA,NA,NA,NA,NA,NA
31.01.2000 (25),Calchín,"1,70 m",Argentina Italy,Attack - Centre-Forward,right,Fernando Hidalgo,Atlético de Madrid,12.08.2024,30.06.2030,,https://www.transfermarkt.com/julian-alvarez/profil/spieler/576024,Julián Álvarez,adidas,NA,NA,NA,NA,NA,NA,NA,NA
01.09.2003 (21),Zarautz,"1,90 m",Mexico Spain,Goalkeeper,right,Wasserman,Athletic Bilbao,01.07.2024,30.06.2029,NA,https://www.transfermarkt.com/alex-padilla/profil/spieler/834483,Alejandro Padilla Pérez,NA,NA,03.01.2025,NA,NA,NA,NA,NA,NA
24.01.1995 (30),Barakaldo,"1,82 m",Spain,Defender - Centre-Back,right,NA,Athletic Bilbao,01.07.2016,30.06.2026,,https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,Yeray Álvarez López,NA,NA,18.07.2019,NA,NA,NA,NA,NA,NA
19.03.2002 (23),Durango,"1,86 m",Spain,Defender - Centre-Back,right,Global Ases,Athletic Bilbao,01.07.2024,30.06.2028,NA,https://www.transfermarkt.com/unai-egiluz/profil/spieler/834485,Unai Egiluz Arroyo,NA,NA,09.07.2025,NA,NA,NA,NA,NA,NA
04.07.1995 (30),Barañain,"1,75 m",Spain,Attack - Left Winger,right,YOU FIRST,Athletic Bilbao,02.10.2020,30.06.2027,,https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,Alejandro Berenguer Remiro,NA,NA,07.07.2024,NA,NA,NA,NA,NA,NA
16.01.2003 (22),Barakaldo,"1,70 m",Spain,Attack - Right Winger,left,NA,Bilbao Athletic,01.07.2024,30.06.2026,NA,https://www.transfermarkt.com/endika-bujan/profil/spieler/1120228,Endika Buján de Rueda,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.02.1994 (31),Maia,"1,91 m",Portugal,Goalkeeper,left,Team of Future,Sporting CP,01.07.2025,30.06.2028,,https://www.transfermarkt.com/rui-silva/profil/spieler/234811,Rui Tiago Dantas da Silva,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.03.2001 (24),Lisboa,"1,91 m",Portugal,Goalkeeper,right,YOU FIRST,Real Valladolid CF,09.07.2025,30.06.2026,NA,https://www.transfermarkt.com/guilherme-fernandes/profil/spieler/567504,Guilherme Sousa Carvalho Fernandes,NA,Option to buy,NA,NA,Real Betis Balompié,30.06.2027,NA,NA,NA
25.08.1992 (33),Zürich,"1,82 m",Switzerland Chile,Defender - Left-Back,left,Relatives,Real Betis Balompié,05.08.2024,30.06.2026,,https://www.transfermarkt.com/ricardo-rodriguez/profil/spieler/86784,Ricardo Iván Rodríguez Araya,Nike,NA,NA,NA,NA,NA,NA,NA,NA
27.04.2003 (22),NA,"1,75 m",Spain,Midfield - Defensive Midfield,right,Phsport,CD Leganés,01.07.2025,30.06.2026,NA,https://www.transfermarkt.com/carlos-guirao/profil/spieler/1054429,Carlos Guirao Mora,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.04.2004 (21),Valencina de la Concepción,"1,78 m",Spain,Midfield - Central Midfield,left,GLOBAL GOAL,FC Arouca,26.07.2025,30.06.2026,NA,https://www.transfermarkt.com/mateo-flores/profil/spieler/1061283,Mateo Flores Lozano,NA,Obligation to buy with conditions,NA,NA,Real Betis Balompié,30.06.2029,NA,NA,NA
18.07.1993 (32),Lyon,"1,73 m",France Algeria,Midfield - Attacking Midfield,left,TKA,Al-Jazira Club,30.08.2024,30.06.2026,,https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496,نبيل فقير,Puma,NA,NA,NA,NA,NA,NA,NA,NA
10.08.2004 (21),Sevilla,"1,76 m",Spain,Midfield - Attacking Midfield,right,380amk,Betis Deportivo Balompié,01.07.2023,30.06.2026,NA,https://www.transfermarkt.com/carlos-reina/profil/spieler/1061281,Carlos Reina Luengo,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.02.2005 (20),Valencia,"1,87 m",Spain,Goalkeeper,right,NA,Valencia Mestalla,01.07.2024,30.06.2029,NA,https://www.transfermarkt.com/vicent-abril/profil/spieler/741251,Vicent Abril Sanz,NA,NA,23.07.2025,NA,NA,NA,NA,NA,NA
26.02.2002 (23),Aldaia,"1,94 m",Spain,Defender - Centre-Back,right,Wasserman,Valencia CF,18.01.2024,30.06.2030,NA,https://www.transfermarkt.com/cesar-tarrega/profil/spieler/707274,César Tárrega Requeni,NA,NA,09.08.2025,NA,NA,NA,NA,NA,NA
12.05.2003 (22),Madrid,"1,86 m",Spain,Defender - Left-Back,left,Manuel García Quilón,SD Huesca,01.07.2025,30.06.2028,NA,https://www.transfermarkt.com/ro-abajas/profil/spieler/949116,Rodrigo Abajas Martín,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.01.2000 (25),London,"1,77 m",England Jamaica,Defender - Right-Back,right,ROOF,Rangers FC,01.07.2025,30.06.2026,,https://www.transfermarkt.com/max-aarons/profil/spieler/471690,Maximilian James Aarons,adidas,NA,NA,NA,AFC Bournemouth,30.06.2029,NA,NA,NA
12.04.2004 (21),Villamarchante,"1,65 m",Spain,Midfield - Attacking Midfield,right,AS1,CS Marítimo,15.07.2025,30.06.2027,NA,https://www.transfermarkt.com/martin-tejon/profil/spieler/941883,Martín Tejón Fauli,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.10.1993 (31),Sevilla,"1,76 m",Spain,Attack - Left Winger,left,AS1,Valencia CF,22.08.2024,30.06.2026,,https://www.transfermarkt.com/luis-rioja/profil/spieler/278837,Luis Jesús Rioja González,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.10.2007 (17),Valencia,"1,80 m",Spain Nigeria,Attack - Right Winger,right,NA,Valencia Mestalla,01.01.2024,30.06.2026,NA,https://www.transfermarkt.com/david-otorbi/profil/spieler/1009766,David Otorbi Ejededawe,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.06.2004 (21),Leganés,NA,Spain,Goalkeeper,NA,MSSports,CE Europa,22.07.2025,30.06.2026,NA,https://www.transfermarkt.com/lucas-garcia/profil/spieler/1061650,Lucas García Madrigal,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.06.2007 (18),NA,NA,Spain,Goalkeeper,NA,NA,CF Damm U19,01.07.2025,-,NA,https://www.transfermarkt.com/pau-funallet/profil/spieler/1319442,Pau Funallet Garcia,NA,NA,NA,NA,NA,NA,FC Girona UEFA U19,NA,NA
30.04.1991 (34),Las Palmas de Gran Canaria,"1,90 m",Spain,Defender - Centre-Back,right,DRL,Atlético de San Luis,03.07.2025,31.05.2027,NA,https://www.transfermarkt.com/juanpe/profil/spieler/115333,NA,NA,NA,NA,Juan Pedro Ramírez López,NA,NA,NA,NA,NA
01.08.2002 (23),Zaragoza,"1,82 m",Spain,Defender - Right-Back,right,LA PLAYERS,Girona FC,26.07.2024,30.06.2029,,https://www.transfermarkt.com/alejandro-frances/profil/spieler/632896,Alejandro Francés Torrijo,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.10.2004 (20),Guacarí,"1,86 m",Colombia,Midfield - Central Midfield,right,Jose Levis Manager,Girona FC,01.09.2023,30.06.2028,,https://www.transfermarkt.com/jhon-solis/profil/spieler/742521,Jhon Elmer Solís Romero,Nike,NA,NA,NA,NA,NA,NA,NA,NA
18.07.2005 (20),Amsterdam,"1,73 m",Netherlands Ghana,Midfield - Attacking Midfield,right,Gol International,Aris Thessaloniki,21.07.2025,30.06.2026,,https://www.transfermarkt.com/gabriel-misehouy/profil/spieler/646698,Gabriel Osei Misehouy,NA,NA,NA,NA,Girona FC,30.06.2028,NA,NA,NA
27.06.2006 (19),Calviá,"1,75 m",Venezuela Spain,Attack - Left Winger,right,SM & Partner,Girona FC B,01.07.2025,30.06.2028,,https://www.transfermarkt.com/juan-arango/profil/spieler/1025582,Juan Fernando Arango Tortolero,Puma,NA,NA,NA,NA,NA,NA,NA,NA
15.01.2004 (21),Lleida,"1,80 m",Portugal Spain,Attack - Left Winger,right,Goal Management,FC Andorra,08.08.2025,30.06.2026,NA,https://www.transfermarkt.com/jastin-garcia/profil/spieler/1061665,Antonino Jastin Garcia López,NA,NA,NA,NA,Girona FC,30.06.2027,NA,NA,NA
12.10.1986 (38),Tala,"1,84 m",Uruguay Italy,Attack - Centre-Forward,right,no agent,Girona FC,21.07.2017,30.06.2026,,https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,Cristhian Ricardo Stuani Curbelo,NA,NA,30.06.2025,NA,NA,NA,NA,NA,NA
14.09.1995 (29),Boecillo (Valladolid),"1,84 m",Spain,Defender - Centre-Back,right,MRH Football Agency,RCD Espanyol Barcelona,09.08.2019,30.06.2026,,https://www.transfermarkt.com/fernando-calero/profil/spieler/357884,Fernando Calero Villa,adidas,NA,NA,NA,NA,NA,NA,NA,NA
16.08.2004 (21),Palma de Mallorca,"1,88 m",Spain,Defender - Centre-Back,right,Wasserman,RCD Espanyol B,01.07.2023,30.06.2026,NA,https://www.transfermarkt.com/jose-luis-catala/profil/spieler/1060821,José Luis Català Vázquez,NA,NA,NA,NA,NA,NA,NA,NA,NA
30.06.2001 (24),Palma de Mallorca,"1,84 m",Spain,Defender - Centre-Back,right,MagicPlayers,RCD Espanyol Barcelona,03.01.2025,30.06.2028,,https://www.transfermarkt.com/pablo-ramon/profil/spieler/629511,Pablo Ramón Parra,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.04.1994 (31),Barcelona,"1,75 m",Spain,Defender - Left-Back,left,AS1,Without Club,01.07.2025,-,,https://www.transfermarkt.com/brian-olivan/profil/spieler/166677,Brian Oliván Herrero,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.07.1996 (29),Madrid,"1,74 m",Spain,Defender - Right-Back,both,CAA Base Ltd,Aris Thessaloniki,14.07.2025,30.06.2027,,https://www.transfermarkt.com/alvaro-tejero/profil/spieler/290273,Álvaro Tejero Sacristán,Nike,NA,NA,NA,NA,NA,NA,NA,NA
01.05.1996 (29),Jaén,"1,75 m",Spain,Midfield - Central Midfield,right,YOU FIRST,Without Club,01.07.2025,-,,https://www.transfermarkt.com/alvaro-aguado/profil/spieler/449496,Álvaro Aguado Méndez,adidas,NA,NA,NA,NA,NA,NA,NA,NA
08.11.2003 (21),NA,"1,86 m",Spain,Attack - Left Winger,left,TRIPLE MATCH,RCD Espanyol B,19.07.2024,30.06.2026,NA,https://www.transfermarkt.com/alex-almansa/profil/spieler/946269,Alex Almansa López,NA,NA,NA,NA,NA,NA,NA,NA,NA
